Name,Score
amd ryzen 3 pro 4350ge,10926
amd ryzen 3 pro 4355ge,10559
amd ryzen 3 pro 4450u,9643
amd ryzen 3 pro 5350g,13793
amd ryzen 3 pro 5350ge,12651
amd ryzen 3 pro 5355ge,12761
amd ryzen 3 pro 5450u,10970
amd ryzen 3 pro 5475u,11178
amd ryzen 3 pro 7330u,12477
amd ryzen 3 pro 7335u,12325
amd ryzen 3 pro 8300g,14540
amd ryzen 3 pro 8300ge,14719
amd ryzen 5 1400,7733
amd ryzen 5 1500x,9069
amd ryzen 5 1600,12269
amd ryzen 5 1600x,13030
amd ryzen 5 220,18392
amd ryzen 5 230,20617
amd ryzen 5 240,22576
amd ryzen 5 2400g,8735
amd ryzen 5 2400ge,7191
amd ryzen 5 2500u,6504
amd ryzen 5 2500x,9455
amd ryzen 5 2600,13158
amd ryzen 5 2600e,12346
amd ryzen 5 2600h,8002
amd ryzen 5 2600x,13892
amd ryzen 5 3350g,8933
amd ryzen 5 3350ge,9276
amd ryzen 5 3400g,9215
amd ryzen 5 3400ge,8848
amd ryzen 5 3450u,6565
amd ryzen 5 3500,12796
amd ryzen 5 3500c,5585
amd ryzen 5 3500u,6861
amd ryzen 5 3500x,13173
amd ryzen 5 3550h,7723
amd ryzen 5 3550u,7681
amd ryzen 5 3580u,7116
amd ryzen 5 3600,17696
amd ryzen 5 3600x,18150
amd ryzen 5 3600xt,18561
amd ryzen 5 4400g,17160
amd ryzen 5 4500,16081
amd ryzen 5 4500u,10755
amd ryzen 5 4600g,15983
amd ryzen 5 4600ge,15889
amd ryzen 5 4600h,14215
amd ryzen 5 4600hs,14319
amd ryzen 5 4600u,13097
amd ryzen 5 5500,19321
amd ryzen 5 5500gt,18683
amd ryzen 5 5500h,11514
amd ryzen 5 5500u,12817
amd ryzen 5 5500x3d 6-core,20779
amd ryzen 5 5560u,15246
amd ryzen 5 5600,21539
amd ryzen 5 5600g,19711
amd ryzen 5 5600ge,18134
amd ryzen 5 5600gt,20303
amd ryzen 5 5600h,16663
amd ryzen 5 5600t,21992
amd ryzen 5 5600u,15182
amd ryzen 5 5600x,21850
amd ryzen 5 5600x3d,21888
amd ryzen 5 5600xt,22079
amd ryzen 5 5625u,14779
amd ryzen 5 6600h,18655
amd ryzen 5 6600hs creator edition,17760
amd ryzen 5 6600u,17031
amd ryzen 5 7235hs,12376
amd ryzen 5 7400f,25607
amd ryzen 5 7430u,16533
amd ryzen 5 7500f,26831
amd ryzen 5 7520c,8300
amd ryzen 5 7520u,9085
amd ryzen 5 7530u,15492
amd ryzen 5 7533hs,15192
amd ryzen 5 7535h,18832
amd ryzen 5 7535hs,17910
amd ryzen 5 7535u,17039
amd ryzen 5 7540u,18568
amd ryzen 5 7545u,20319
amd ryzen 5 7600,27036
amd ryzen 5 7600x,28361
amd ryzen 5 7600x3d,25659
amd ryzen 5 7640hs,22926
amd ryzen 5 7640u,21061
amd ryzen 5 7645hx,26654
amd ryzen 5 8400f,24535
amd ryzen 5 8500g,21566
amd ryzen 5 8500ge,21204
amd ryzen 5 8540u,18358
amd ryzen 5 8600g,25295
amd ryzen 5 8640hs,19760
amd ryzen 5 8640u,20322
amd ryzen 5 8645hs,22433
amd ryzen 5 9600,28807
amd ryzen 5 9600x,29988
amd ryzen 5 microsoft surface edition,7243
amd ryzen 5 pro 1500,9137
amd ryzen 5 pro 1600,11856
amd ryzen 5 pro 215,19402
amd ryzen 5 pro 230,20681
amd ryzen 5 pro 2400g,8545
amd ryzen 5 pro 2400ge,7765
amd ryzen 5 pro 2500u,6679
amd ryzen 5 pro 2600,13360
amd ryzen 5 pro 3350g,9155
amd ryzen 5 pro 3350ge,9643
amd ryzen 5 pro 3400g,9084
amd ryzen 5 pro 3400ge,7638
amd ryzen 5 pro 3500u,6929
amd ryzen 5 pro 3600,17211
amd ryzen 5 pro 4400g,16365
amd ryzen 5 pro 4400ge,14795
amd ryzen 5 pro 4500u,12117
amd ryzen 5 pro 4650g,16100
amd ryzen 5 pro 4650ge,15348
amd ryzen 5 pro 4650u,12225
amd ryzen 5 pro 4655g,16207
amd ryzen 5 pro 4655ge,14171
amd ryzen 5 pro 5645,21904
amd ryzen 5 pro 5650g,20568
amd ryzen 5 pro 5650ge,18176
amd ryzen 5 pro 5650u,14525
amd ryzen 5 pro 5655g,19751
amd ryzen 5 pro 5655ge,18175
amd ryzen 5 pro 5675u,14477
amd ryzen 5 pro 6650h,17936
amd ryzen 5 pro 6650u,16424
amd ryzen 5 pro 7530u,14077
amd ryzen 5 pro 7535u,16418
amd ryzen 5 pro 7540u,17607
amd ryzen 5 pro 7545u,19424
amd ryzen 5 pro 7640hs,22192
amd ryzen 5 pro 7640u,21287
amd ryzen 5 pro 7645,27565
amd ryzen 5 pro 8500g,21999
amd ryzen 5 pro 8500ge,21632
amd ryzen 5 pro 8540u,18191
amd ryzen 5 pro 8600g,25080
amd ryzen 5 pro 8600ge,24001
amd ryzen 5 pro 8640hs,21218
amd ryzen 5 pro 8640u,23509
amd ryzen 5 pro 8645hs,23227
amd ryzen 7 1700,14799
amd ryzen 7 1700x,15630
amd ryzen 7 1800x,16313
amd ryzen 7 250,24522
amd ryzen 7 255,30528
amd ryzen 7 260,29904
amd ryzen 7 2700,15657
amd ryzen 7 2700e,14657
amd ryzen 7 2700u,6839
amd ryzen 7 2700x,17457
amd ryzen 7 2800h,8144
amd ryzen 7 3700c,6714
amd ryzen 7 3700u,7066
amd ryzen 7 3700x,22450
amd ryzen 7 3750h,8025
amd ryzen 7 3780u,6958
amd ryzen 7 3800x,23038
amd ryzen 7 3800xt,23458
amd ryzen 7 4700g,20139
amd ryzen 7 4700ge,19674
amd ryzen 7 4700u,13188
amd ryzen 7 4800h,18194
amd ryzen 7 4800hs,18098
amd ryzen 7 4800u,16530
amd ryzen 7 4850u mobile,17110
amd ryzen 7 4980u microsoft surface edition,17469
amd ryzen 7 5700,24319
amd ryzen 7 5700g,24402
amd ryzen 7 5700ge,21857
amd ryzen 7 5700u,15589
amd ryzen 7 5700x,26613
amd ryzen 7 5700x3d,26305
amd ryzen 7 5800,25816
amd ryzen 7 5800h,20761
amd ryzen 7 5800hs,19585
amd ryzen 7 5800hs creator edition,21166
amd ryzen 7 5800u,18149
amd ryzen 7 5800x,27724
amd ryzen 7 5800x3d,28305
amd ryzen 7 5800xt,27979
amd ryzen 7 5825c,14561
amd ryzen 7 5825u,18083
amd ryzen 7 6800h,23026
amd ryzen 7 6800hs,22754
amd ryzen 7 6800hs creator edition,21507
amd ryzen 7 6800u,20526
amd ryzen 7 6810u,22741
amd ryzen 7 7435h,22954
amd ryzen 7 7435hs,23336
amd ryzen 7 7445hs,19284
amd ryzen 7 7700,34471
amd ryzen 7 7700x,35639
amd ryzen 7 7730u,18003
amd ryzen 7 7735h,23616
amd ryzen 7 7735hs,23119
amd ryzen 7 7735u,20690
amd ryzen 7 7736u,21725
amd ryzen 7 7745hx,32589
amd ryzen 7 7800x3d,34294
amd ryzen 7 7840h,27919
amd ryzen 7 7840hs,28608
amd ryzen 7 7840hx,42698
amd ryzen 7 7840s,23744
amd ryzen 7 7840u,24726
amd ryzen 7 8700f,31360
amd ryzen 7 8700g,31647
amd ryzen 7 8745h,29645
amd ryzen 7 8745hs,29205
amd ryzen 7 8840hs,25013
amd ryzen 7 8840u,23300
amd ryzen 7 8845h,27347
amd ryzen 7 8845hs,28471
amd ryzen 7 9700x,37170
amd ryzen 7 9800x3d,39984
amd ryzen 7 extreme edition,16224
amd ryzen 7 h 255,20686
amd ryzen 7 h 260,30214
amd ryzen 7 pro 1700,14696
amd ryzen 7 pro 1700x,15562
amd ryzen 7 pro 250,22450
amd ryzen 7 pro 2700,15342
amd ryzen 7 pro 2700u,7011
amd ryzen 7 pro 2700x,16959
amd ryzen 7 pro 3700,22810
amd ryzen 7 pro 3700u,7276
amd ryzen 7 pro 4700g,19715
amd ryzen 7 pro 4750g,20239
amd ryzen 7 pro 4750ge,18470
amd ryzen 7 pro 4750u,14858
amd ryzen 7 pro 5750g,24122
amd ryzen 7 pro 5750ge,21443
amd ryzen 7 pro 5755g with radeon graphics,24216
amd ryzen 7 pro 5755ge,20894
amd ryzen 7 pro 5800h,19461
amd ryzen 7 pro 5845,26054
amd ryzen 7 pro 5850u,16912
amd ryzen 7 pro 5875u,16496
amd ryzen 7 pro 6850h,23405
amd ryzen 7 pro 6850hs,22330
amd ryzen 7 pro 6850u,20651
amd ryzen 7 pro 6860z,20451
amd ryzen 7 pro 7730u,18242
amd ryzen 7 pro 7735u,18715
amd ryzen 7 pro 7745,34827
amd ryzen 7 pro 7840hs,26802
amd ryzen 7 pro 7840u,24643
amd ryzen 7 pro 8700g,31082
amd ryzen 7 pro 8700ge,28155
amd ryzen 7 pro 8840hs,26986
amd ryzen 7 pro 8840u,23944
amd ryzen 7 pro 8845hs,28978
amd ryzen 9 270,29157
amd ryzen 9 3900,30584
amd ryzen 9 3900x,32536
amd ryzen 9 3900xt,32571
amd ryzen 9 3950x,38571
amd ryzen 9 4900h,18987
amd ryzen 9 4900hs,18856
amd ryzen 9 4950u mobile,16290
amd ryzen 9 5900,33919
amd ryzen 9 5900h,15207
amd ryzen 9 5900hs,21317
amd ryzen 9 5900hs creator edition,18747
amd ryzen 9 5900hx,22297
amd ryzen 9 5900x,38986
amd ryzen 9 5900xt,44068
amd ryzen 9 5950x,45413
amd ryzen 9 5980hs,20309
amd ryzen 9 5980hx,23322
amd ryzen 9 6900hs,23142
amd ryzen 9 6900hs creator edition,21324
amd ryzen 9 6900hx,24336
amd ryzen 9 7845hx,44929
amd ryzen 9 7900,48318
amd ryzen 9 7900x,51394
amd ryzen 9 7900x3d,50300
amd ryzen 9 7940h,29063
amd ryzen 9 7940hs,30084
amd ryzen 9 7940hx,53740
amd ryzen 9 7945hx,54585
amd ryzen 9 7945hx3d,57517
amd ryzen 9 7950x,62450
amd ryzen 9 7950x3d,62358
amd ryzen 9 8940hx,52121
amd ryzen 9 8945h,30353
amd ryzen 9 8945hs,29717
amd ryzen 9 8945hx,51777
amd ryzen 9 9850hx 12-core,52693
amd ryzen 9 9900x,54627
amd ryzen 9 9900x3d,56217
amd ryzen 9 9950x,66023
amd ryzen 9 9950x3d,70221
amd ryzen 9 9955hx,56825
amd ryzen 9 9955hx3d,61273
amd ryzen 9 pro 3900,31333
amd ryzen 9 pro 5945,34549
amd ryzen 9 pro 6950h,23776
amd ryzen 9 pro 6950hs,22745
amd ryzen 9 pro 7940hs,27848
amd ryzen 9 pro 7945,46651
amd ryzen 9 pro 8945hs,29944
amd ryzen ai 5 340,19937
amd ryzen ai 5 pro 340,18956
amd ryzen ai 7 350,24447
amd ryzen ai 7 h 350,27316
amd ryzen ai 7 pro 350,24011
amd ryzen ai 7 pro 360,22105
amd ryzen ai 9 365,29638
amd ryzen ai 9 h 365,28941
amd ryzen ai 9 hx 370,35174
amd ryzen ai 9 hx 375,32875
amd ryzen ai 9 hx pro 370,32407
amd ryzen ai 9 hx pro 375,33563
amd ryzen ai max 385,30628
amd ryzen ai max 390,42352
amd ryzen ai max pro 385,28702
amd ryzen ai max pro 390,43799
amd ryzen ai max+ 395,53537
amd ryzen ai max+ pro 395,51689
amd ryzen embedded r1305g,3142
amd ryzen embedded r1505g,3790
amd ryzen embedded r1600,3276
amd ryzen embedded r1606g,4153
amd ryzen embedded r2312,3952
amd ryzen embedded r2314,5757
amd ryzen embedded r2514,7040
amd ryzen embedded r2544,8486
amd ryzen embedded v1202b,3512
amd ryzen embedded v1404i,6007
amd ryzen embedded v1500b,4557
amd ryzen embedded v1605b,6727
amd ryzen embedded v1756b,8060
amd ryzen embedded v1780b,6219
amd ryzen embedded v1807b,8185
amd ryzen embedded v1807f,7775
amd ryzen embedded v2516,13329
amd ryzen embedded v2546,9656
amd ryzen embedded v2718,15761
amd ryzen embedded v2748,18434
amd ryzen embedded v2a46,4999
amd ryzen embedded v3c14,11882
amd ryzen embedded v3c18i,13856
amd ryzen embedded v3c48,20203
amd ryzen threadripper 1900x,16804
amd ryzen threadripper 1920,22066
amd ryzen threadripper 1920x,23128
amd ryzen threadripper 1950x,27523
amd ryzen threadripper 2920x,25153
amd ryzen threadripper 2950x,29440
amd ryzen threadripper 2970wx,30948
amd ryzen threadripper 2990wx,32202
amd ryzen threadripper 2990x,25874
amd ryzen threadripper 3960x,54785
amd ryzen threadripper 3970x,63062
amd ryzen threadripper 3990x,79908
amd ryzen threadripper 7960x,83615
amd ryzen threadripper 7970x,99051
amd ryzen threadripper 7980x,136253
amd ryzen threadripper 9960x 24-cores,92787
amd ryzen threadripper 9970x,110850
amd ryzen threadripper 9980x,149347
amd ryzen threadripper pro 3945wx,33490
amd ryzen threadripper pro 3955wx,40098
amd ryzen threadripper pro 3975wx,62275
amd ryzen threadripper pro 3995wx,83928
amd ryzen threadripper pro 5945wx,40191
amd ryzen threadripper pro 5955wx,48877
amd ryzen threadripper pro 5965wx,66399
amd ryzen threadripper pro 5975wx,75384
amd ryzen threadripper pro 5995wx,95298
amd ryzen threadripper pro 7945wx,49830
amd ryzen threadripper pro 7955wx,59950
amd ryzen threadripper pro 7965wx,82349
amd ryzen threadripper pro 7975wx,96049
amd ryzen threadripper pro 7985wx,133644
amd ryzen threadripper pro 7995wx,144851
amd ryzen threadripper pro 9945wx,56854
amd ryzen threadripper pro 9955wx,69993
amd ryzen threadripper pro 9965wx,94664
amd ryzen threadripper pro 9975wx,110063
amd ryzen threadripper pro 9985wx,156223
amd ryzen threadripper pro 9995wx,175727
amd ryzen z1,18496
amd ryzen z1 extreme,24870
amd ryzen z2 extreme,26504
amd ryzen z2 go,12270
amd sempron 130,511
amd sempron 140,511
amd sempron 145,537
amd sempron 150,597
amd sempron 200u,125
amd sempron 210u,267
amd sempron 2200+,184
amd sempron 2300+,207
amd sempron 240,1278
amd sempron 2400+,205
amd sempron 2500+,207
amd sempron 2600+,253
amd sempron 2650 apu,551
amd sempron 2800+,243
amd sempron 3000+,299
amd sempron 3100+,298
amd sempron 3200+,251
amd sempron 3300+,315
amd sempron 3400+,292
amd sempron 3500+,232
amd sempron 3600+,364
amd sempron 3800+,360
amd sempron 3850 apu,1168
amd sempron dual core 2100,506
amd sempron dual core 2200,563
amd sempron dual core 2300,555
amd sempron le-1100,315
amd sempron le-1150,251
amd sempron le-1200,349
amd sempron le-1250,301
amd sempron le-1300,417
amd sempron m100,332
amd sempron m120,281
amd sempron si-40,288
amd sempron si-42,245
amd sempron x2 180,826
amd sempron x2 190,879
amd sempron x2 198 dual-core,930
amd turion 64 mobile mk-36,334
amd turion 64 mobile mk-38,362
amd turion 64 mobile ml-28,254
amd turion 64 mobile ml-30,277
amd turion 64 mobile ml-32,285
amd turion 64 mobile ml-34,319
amd turion 64 mobile ml-37,334
amd turion 64 mobile ml-40,336
amd turion 64 mobile ml-42,400
amd turion 64 mobile ml-44,384
amd turion 64 mobile mt-30,246
amd turion 64 mobile mt-32,286
amd turion 64 mobile mt-34,279
amd turion 64 mobile mt-37,274
amd turion 64 x2 mobile tl-50,474
amd turion 64 x2 mobile tl-52,534
amd turion 64 x2 mobile tl-56,514
amd turion 64 x2 mobile tl-58,485
amd turion 64 x2 mobile tl-60,635
amd turion 64 x2 mobile tl-62,649
amd turion 64 x2 mobile tl-64,675
amd turion 64 x2 mobile tl-66,716
amd turion 64 x2 mobile tl-68,866
amd turion dual-core rm-70,561
amd turion dual-core rm-72,649
amd turion dual-core rm-74,588
amd turion dual-core rm-75,659
amd turion ii dual-core mobile m500,756
amd turion ii dual-core mobile m520,855
amd turion ii dual-core mobile m540,912
amd turion ii n530 dual-core,855
amd turion ii n550 dual-core,877
amd turion ii neo k625 dual-core,618
amd turion ii neo k685 dual-core,684
amd turion ii neo n40l dual-core,624
amd turion ii neo n54l dual-core,853
amd turion ii p520 dual-core,870
amd turion ii p540 dual-core,922
amd turion ii p560 dual-core,913
amd turion ii ultra dual-core mobile m600,955
amd turion ii ultra dual-core mobile m620,814
amd turion ii ultra dual-core mobile m640,1034
amd turion ii ultra dual-core mobile m660,1011
amd turion neo x2 dual core l625,432
amd turion x2 dual core l510,603
amd turion x2 dual core mobile rm-70,497
amd turion x2 dual core mobile rm-76,691
amd turion x2 dual-core mobile rm-70,612
amd turion x2 dual-core mobile rm-72,653
amd turion x2 dual-core mobile rm-74,655
amd turion x2 dual-core mobile rm-75,727
amd turion x2 dual-core mobile rm-76,799
amd turion x2 dual-core mobile rm-77,562
amd turion x2 ultra dual-core mobile zm-80,506
amd turion x2 ultra dual-core mobile zm-82,645
amd turion x2 ultra dual-core mobile zm-84,802
amd turion x2 ultra dual-core mobile zm-85,828
amd turion x2 ultra dual-core mobile zm-86,695
amd turion x2 ultra dual-core mobile zm-87,783
amd turionx2 dual core mobile rm-70,536
amd turionx2 dual core mobile rm-72,471
amd turionx2 ultra dualcore mobile zm-85,841
amd turionx2 ultra dualcore mobile zm-87,599
amd v105,184
amd v120,385
amd v140,422
amd v160,371
amd z-01,305
amd z-60 apu,262
amlogic,650
amlogic amla311d2,3522
amlogic amls905d3,815
amlogic amls905x2,754
amlogic amls905x4,500
amlogic amls905x5,1699
amlogic amlt982,972
ampere arm - 192 core 3200 mhz,57444
aosp ranchu,2270
ap201,565
apple a11 bionic,4429
apple a12 bionic,5025
apple a12x bionic,11079
apple a12z bionic,9365
apple a13 bionic,5754
apple a14 bionic,8554
apple a15 bionic,9890
apple a16,9898
apple a16 bionic,10983
apple a17 pro,12216
apple a18,12463
apple a18 pro,12937
apple a8,1527
apple a8x,2382
apple a9,2071
apple a9x,2514
apple m1 8 core 3200 mhz,14149
apple m1 max 10 core 3200 mhz,22145
apple m1 pro 10 core 3200 mhz,21920
apple m1 pro 8 core 3200 mhz,17206
apple m1 ultra 20 core,41392
apple m2 8 core 3500 mhz,15654
apple m2 max 12 core 3680 mhz,26774
apple m2 pro 10 core 3480 mhz,21896
apple m2 pro 12 core 3480 mhz,26702
apple m2 ultra 24 core,50745
apple m3 8 core,19179
apple m3 max 14 core,36469
apple m3 max 16 core,41227
apple m3 pro 11 core,24882
apple m3 pro 12 core,24031
apple m3 ultra 28 core,68759
apple m3 ultra 32 core,73785
apple m4 10 core,23915
apple m4 8 core,20795
apple m4 9 core,22274
apple m4 max 14 core,38503
apple m4 max 16 core,43844
apple m4 pro 12 core,32932
apple m4 pro 14 core,38218
arm - 10 core 2000 mhz,9787
arm - 12 core 0 mhz,14352
arm - 12 core 2000 mhz,16944
arm - 16 core 0 mhz,19753
arm - 2 core 0 mhz,2368
arm - 20 core 0 mhz,22504
arm - 32 core 2911 mhz,8132
arm - 32 core 3300 mhz,8684
arm - 4 core 0 mhz,5650
arm - 4 core 1804 mhz,3336
arm - 4 core 2016 mhz,3653
arm - 6 core 0 mhz,8515
arm - 6 core 1800 mhz,2039
arm - 8 core 0 mhz,8515
arm - 8 core 1766 mhz,4080
arm - 8 core 1800 mhz,3192
arm - 8 core 2208 mhz,2270
arm - 8 core 2424 mhz,8610
arm ampere-1 4 core 0 mhz,3034
arm ampere-1a 192 core 2600 mhz,47202
arm apple m1 (virtual) 4 core 0 mhz,10123
arm apple m1 max (virtual) 10 core 0 mhz,21197
arm armv7 rev 1 (v7l) 4 core 1608 mhz,776
arm armv7 rev 1 (v7l) 4 core 1800 mhz,843
arm armv7 rev 3 (v7l) 4 core 2065 mhz,984
arm armv7 rev 4 (v7l) 4 core 1200 mhz,403
arm armv7 rev 4 (v7l) 4 core 1400 mhz,399
arm armv7 rev 5 (v7l) 2 core 0 mhz,113
arm armv7 rev 5 (v7l) 4 core 1200 mhz,325
arm armv8 8 core 2500 mhz,4102
arm armv8 rev 1 (v8l) 4 core 1510 mhz,1042
arm armv8 rev 1 (v8l) 4 core 1984 mhz,1473
arm armv8 rev 1 (v8l) 6 core 1510 mhz,2553
arm armv8 rev 1 (v8l) 6 core 1984 mhz,2776
arm avalanche-m2 4 core 2424 mhz,8017
arm cix p1 cd8180 7 core 2500 mhz,5505
arm cortex-a15 4 core 1400 mhz,1141
arm cortex-a15 4 core 1500 mhz,1304
arm cortex-a15 4 core 2000 mhz,923
arm cortex-a15 8 core 1400 mhz,1160
arm cortex-a17 4 core 1800 mhz,781
arm cortex-a35 4 core 0 mhz,413
arm cortex-a35 4 core 1200 mhz,329
arm cortex-a35 4 core 1296 mhz,334
arm cortex-a35 4 core 2004 mhz,546
arm cortex-a53 2 core 0 mhz,161
arm cortex-a53 4 core 0 mhz,337
arm cortex-a53 4 core 1000 mhz,215
arm cortex-a53 4 core 1008 mhz,313
arm cortex-a53 4 core 1152 mhz,339
arm cortex-a53 4 core 1199 mhz,408
arm cortex-a53 4 core 1200 mhz,274
arm cortex-a53 4 core 1296 mhz,418
arm cortex-a53 4 core 1300 mhz,438
arm cortex-a53 4 core 1333 mhz,207
arm cortex-a53 4 core 1368 mhz,385
arm cortex-a53 4 core 1392 mhz,417
arm cortex-a53 4 core 1400 mhz,271
arm cortex-a53 4 core 1416 mhz,468
arm cortex-a53 4 core 1500 mhz,340
arm cortex-a53 4 core 1512 mhz,467
arm cortex-a53 4 core 1536 mhz,222
arm cortex-a53 4 core 1600 mhz,470
arm cortex-a53 4 core 1608 mhz,462
arm cortex-a53 4 core 1704 mhz,556
arm cortex-a53 4 core 1800 mhz,519
arm cortex-a53 4 core 1908 mhz,638
arm cortex-a53 4 core 1968 mhz,571
arm cortex-a53 4 core 2016 mhz,417
arm cortex-a53 4 core 2040 mhz,593
arm cortex-a53 4 core 600 mhz,220
arm cortex-a53 6 core 1896 mhz,1851
arm cortex-a53 8 core 1512 mhz,739
arm cortex-a55 4 core 0 mhz,258
arm cortex-a55 4 core 1416 mhz,505
arm cortex-a55 4 core 1800 mhz,632
arm cortex-a55 4 core 1908 mhz,707
arm cortex-a55 4 core 1992 mhz,679
arm cortex-a55 4 core 2000 mhz,711
arm cortex-a55 4 core 2016 mhz,755
arm cortex-a55 4 core 2100 mhz,691
arm cortex-a55 4 core 2124 mhz,742
arm cortex-a55 4 core 2208 mhz,798
arm cortex-a55 6 core 1800 mhz,984
arm cortex-a55 8 core 1416 mhz,1123
arm cortex-a55 8 core 1800 mhz,3163
arm cortex-a57 2 core 1479 mhz,318
arm cortex-a57 4 core 0 mhz,866
arm cortex-a57 4 core 1479 mhz,956
arm cortex-a57 4 core 1734 mhz,1170
arm cortex-a57 4 core 1912 mhz,990
arm cortex-a57 4 core 2014 mhz,1229
arm cortex-a57 4 core 2091 mhz,1192
arm cortex-a57 8 core 1500 mhz,1022
arm cortex-a57 8 core 1766 mhz,3766
arm cortex-a7 2 core 1080 mhz,142
arm cortex-a7 2 core 960 mhz,111
arm cortex-a7 2 core 996 mhz,138
arm cortex-a7 4 core 1000 mhz,278
arm cortex-a7 4 core 1008 mhz,269
arm cortex-a7 4 core 1200 mhz,219
arm cortex-a7 4 core 1296 mhz,253
arm cortex-a7 4 core 1300 mhz,343
arm cortex-a7 4 core 1368 mhz,354
arm cortex-a7 4 core 1392 mhz,318
arm cortex-a7 4 core 900 mhz,230
arm cortex-a715 4 core 2200 mhz,3432
arm cortex-a72 1 core 0 mhz,400
arm cortex-a72 16 core 0 mhz,5192
arm cortex-a72 16 core 2000 mhz,5110
arm cortex-a72 16 core 2200 mhz,5470
arm cortex-a72 2 core 0 mhz,693
arm cortex-a72 2 core 1703 mhz,1005
arm cortex-a72 4 core 0 mhz,2088
arm cortex-a72 4 core 1000 mhz,608
arm cortex-a72 4 core 1200 mhz,174
arm cortex-a72 4 core 1416 mhz,927
arm cortex-a72 4 core 1500 mhz,617
arm cortex-a72 4 core 1600 mhz,667
arm cortex-a72 4 core 1700 mhz,541
arm cortex-a72 4 core 1750 mhz,335
arm cortex-a72 4 core 1800 mhz,679
arm cortex-a72 4 core 1850 mhz,199
arm cortex-a72 4 core 1900 mhz,742
arm cortex-a72 4 core 2000 mhz,766
arm cortex-a72 4 core 2016 mhz,2201
arm cortex-a72 4 core 2100 mhz,674
arm cortex-a72 4 core 2200 mhz,798
arm cortex-a72 4 core 2208 mhz,2290
arm cortex-a72 4 core 2300 mhz,915
arm cortex-a72 4 core 2394 mhz,1254
arm cortex-a72 4 core 2400 mhz,1295
arm cortex-a72 4 core 2800 mhz,314
arm cortex-a72 4 core 800 mhz,279
arm cortex-a72 6 core 1008 mhz,734
arm cortex-a72 6 core 1416 mhz,1071
arm cortex-a72 6 core 1512 mhz,1183
arm cortex-a72 8 core 0 mhz,3254
arm cortex-a72 8 core 2016 mhz,2208
arm cortex-a720 8 core 2600 mhz,6141
arm cortex-a73 4 core 0 mhz,908
arm cortex-a73 4 core 1800 mhz,891
arm cortex-a73 4 core 1844 mhz,1368
arm cortex-a73 4 core 1900 mhz,1547
arm cortex-a73 4 core 1989 mhz,1815
arm cortex-a73 4 core 2100 mhz,1185
arm cortex-a73 6 core 1896 mhz,1242
arm cortex-a73 6 core 1992 mhz,1311
arm cortex-a73 6 core 2016 mhz,1445
arm cortex-a73 8 core 1989 mhz,1803
arm cortex-a76 2 core 0 mhz,1949
arm cortex-a76 4 core 1500 mhz,1488
arm cortex-a76 4 core 1608 mhz,2698
arm cortex-a76 4 core 1800 mhz,3114
arm cortex-a76 4 core 2000 mhz,1513
arm cortex-a76 4 core 2400 mhz,2174
arm cortex-a76 4 core 2500 mhz,2342
arm cortex-a76 4 core 2600 mhz,2327
arm cortex-a76 4 core 2700 mhz,2383
arm cortex-a76 4 core 2800 mhz,2469
arm cortex-a76 4 core 2900 mhz,2615
arm cortex-a76 4 core 3000 mhz,2594
arm cortex-a76 4 core 3100 mhz,2734
arm cortex-a76 4 core 3200 mhz,2579
arm cortex-a76 4 core 3300 mhz,2493
arm cortex-a76 4 core 3400 mhz,2580
arm cortex-a76 8 core 0 mhz,1917
arm cortex-a76 8 core 1800 mhz,2975
arm cortex-a78 4 core 1958 mhz,3150
arm cortex-a78 4 core 2000 mhz,3016
arm cortex-a78 8 core,2845
arm cortex-a78ae 10 core 2112 mhz,5520
arm cortex-a78ae 12 core 2201 mhz,6849
arm cortex-a78ae 6 core 1510 mhz,2631
arm cortex-a78ae 6 core 1728 mhz,2839
arm cortex-a78ae 8 core 1984 mhz,3764
arm cortex-a78ae 8 core 2201 mhz,3788
arm cortex-x1 4 core 0 mhz,2326
arm cortex-x1 4 core 1803 mhz,2348
arm cortex-x1c 4 core 2438 mhz,6007
arm d2000/8 8 core 2300 mhz,2674
arm falkor v1/kryo 4 core 1612 mhz,1453
arm falkor v1/kryo 8 core 1900 mhz,1652
arm falkor-v1/kryo 4 core 1900 mhz,1656
arm firestorm 4 core 2064 mhz,7804
arm firestorm 8 core 2064 mhz,6775
arm firestorm-m1 4 core 2064 mhz,7752
arm firestorm-m1-pro 8 core 2064 mhz,9872
arm ft-2000+/64 64 core 0 mhz,9605
arm ft-2000/4 4 core 2200 mhz,881
arm ftc662 64 core 0 mhz,8008
arm ftc663 8 core 0 mhz,2408
"arm huawei,kunpeng 920 24 core 2600 mhz",9496
arm krait 4 core 0 mhz,393
arm kryo-3xx-gold 4 core 1766 mhz,2222
arm kryo-3xx-gold 8 core 1766 mhz,2372
arm kryo-4xx-gold 1 core 0 mhz,769
arm kryo-4xx-gold 8 core 0 mhz,3864
arm kryo-4xx-gold 8 core 1804 mhz,2531
arm kryo-4xx-silver 4 core 1804 mhz,3425
arm kunpeng-920 24 core 0 mhz,8870
arm kunpeng-920 24 core 2600 mhz,9841
arm kunpeng-920 8 core 0 mhz,3989
arm kunpeng-920 8 core 2600 mhz,3910
arm neoverse-n1 1 core 0 mhz,724
arm neoverse-n1 10 core 0 mhz,7390
arm neoverse-n1 12 core 0 mhz,8994
arm neoverse-n1 128 core 2800 mhz,43111
arm neoverse-n1 128 core 3000 mhz,39163
